Address,Latitude,Longitude,ZIP_Code
1800 block of S. Kent Street,38.8568726,-77.0651669,22202
1800 block of S. Monroe Street,38.8531884,-77.09067499999999,22204
1800 block of S. Oakland Street,38.8525899,-77.0933413,22204
1800 block of S. Quincy Street,38.8519027,-77.09581399999999,22204
1800 block of S. Stafford Street,38.8516924,-77.09860139999999,22204
1800 block of S. Walter Reed Drive,38.8536303,-77.0892427,22204
1800 block of Wilson Boulevard,38.89351140000001,-77.0792305,22201
1800 block of Wilson Boulevard\,38.89351140000001,-77.0792305,22201
1801 N. Quinn Street,38.8955282,-77.0782432,22209
18th Street N,38.8925926,-77.1165894,22207
18th Street S,38.8564963,-77.0802255,22204
1900 block of 13th Street N.,38.888761,-77.0808047,22201
1900 block of 20th Road N.,38.8974107,-77.0816866,22201
1900 block of 6th Street S.,38.8693527,-77.078936,22204
1900 block of 8th Street S.,38.8665536,-77.0811537,22204
1900 block of Clarendon Boulevard,38.8916136,-77.0811748,22201
1900 block of Columbia Pike,38.8646123,-77.07814549999999,22204
1900 block of Columbia Pike/900 block of S. Rolfe Street,38.8646123,-77.07814549999999,22204
1900 block of Crystal Drive,38.8565345,-77.0495485,22202
1900 block of Fort Meyer Drive,38.8975284,-77.0730766,22209
1900 block of Fort Myer Drive,38.8975284,-77.0730766,22209
1900 block of Jefferson Davis Highway,38.8786033,-77.0589906,22211
1900 block of Key Boulevard,38.89448610000001,-77.0827304,22201
1900 block of Key Boulevard/3000 block of Spout Run Parkway/2100 block of N. Monroe Street,38.8903337,-77.1035657,22207
1900 block of Lee Highway,38.8957286,-77.096766,22201
1900 block of N. 15th Street,38.8890178,-77.1133426,22207
1900 block of N. Adams Street,38.8954325,-77.0888678,22201
1900 block of N. Calvert Street,38.8955388,-77.09254969999999,22201
1900 block of N. Cameron Street,38.8929672,-77.125483,22207
1900 block of N. Clarendon Boulevard,38.8916136,-77.0811748,22201
1900 block of N. Cleveland Street,38.8947949,-77.09125379999999,22201
1900 block of N. Culpeper Street,38.8932983,-77.1244942,22207
1900 block of N. Culpepper Street,38.8932983,-77.1244942,22207
1900 block of N. Daniel Street,38.8949806,-77.0933581,22201
1900 block of N. Dinwiddie Street,38.8923613,-77.1265963,22207
1900 block of N. Edison Street,38.8921131,-77.1280938,22207
1900 block of N. Emerson Street,38.8924905,-77.12948329999999,22207
1900 block of N. Fort Myer Drive,38.8975053,-77.07286859999999,22209
1900 block of N. George Mason Drive,38.8914088,-77.1299291,22205
1900 block of N. Hancock Street,38.8928412,-77.0970729,22201
1900 block of N. Harrison Street,38.8910101,-77.1324047,22205
1900 block of N. Harvard Street,38.89327979999999,-77.0957916,22201
1900 block of N. Highland Street,38.8940956,-77.0943648,22201
1900 block of N. Illinois Street,38.8915669,-77.13703389999999,22205
1900 block of N. Jefferson Davis Highway,38.890925,-77.1370829,22205
1900 block of N. Jefferson Street,38.890925,-77.1370829,22205
1900 block of N. Johnson Street,38.8937157,-77.1012989,22207
1900 block of N. Kenilworth Street,38.8900111,-77.13820249999999,22205
1900 block of N. Kenmore Street,38.8939066,-77.1022879,22207
1900 block of N. Lexington Street,38.8888114,-77.14076419999999,22205
1900 block of N. Lincoln Street,38.894134,-77.1033803,22207
1900 block of N. Lynn Street,38.897183,-77.0709191,22209
1900 block of N. Madison Street,38.8881416,-77.14342479999999,22205
1900 block of N. Monroe Street,38.8940219,-77.1041201,22207
1900 block of N. Moore Street,38.8971366,-77.07150469999999,22209
1900 block of N. Nash Street,38.8984203,-77.0735806,22209
1900 block of N. Nelson Street,38.8940631,-77.10547969999999,22207
1900 block of N. Nottingham Street,38.8874155,-77.1451684,22205
1900 block of N. Oakland Street,38.8940056,-77.1065811,22207
1900 block of N. Ode Street,38.8970815,-77.0760578,22209
1900 block of N. Ohio Street,38.8875757,-77.1473255,22205
1900 block of N. Quantico Street,38.8861858,-77.151212,22205
1900 block of N. Quincy Street,38.8937002,-77.107821,22207
1900 block of N. Quinn Street,38.8973344,-77.0789183,22209
1900 block of N. Quintana Street,38.88616650000001,-77.1535943,22205
1900 block of N. Randolph Street,38.8939999,-77.1107555,22207
1900 block of N. Rhodes Street,38.895543,-77.082585,22201
1900 block of N. Stafford Street,38.8942201,-77.11226769999999,22207
1900 block of N. Sycamore Street,38.88461909999999,-77.15610219999999,22205
1900 block of N. Uhle Street,38.8957567,-77.0851134,22201
1900 block of N. Underwood Street,38.8845615,-77.1584699,22205
1900 block of N. Upton Street,38.8935404,-77.1168131,22207
1900 block of N. Utah Street,38.8935734,-77.1149105,22207
1900 block of N. Van Buren Street,38.8844608,-77.159728,22205
1900 block of N. Vance Street,38.896134,-77.0874065,22201
1900 block of N. Vanderpool Street,38.8861272,-77.1601311,22205
1900 block of N. Veitch Street,38.89612,-77.0868332,22201
1900 block of N. Vermont Street,38.8947017,-77.1171288,22207
1900 block of N. Wayne Street,38.8956655,-77.0879467,22201
1900 block of N. Westmoreland Street,38.884697,-77.16096,22213
1900 block of N. Wilson Boulevard,38.8927562,-77.08103650000001,22201
1900 block of N. Woodley Street,38.8949091,-77.1215388,22207
1900 block of N. Woodrow Street,38.8942398,-77.12083609999999,22207
1900 block of Richmond Highway,38.8565198,-77.052258,22202
1900 block of S. Arlington Ridge Road,38.8574724,-77.06863349999999,22202
1900 block of S. Bell Street,38.8573792,-77.05148890000001,22202
1900 block of S. Columbia Pike,38.8646123,-77.07814549999999,22204
1900 block of S. Eads Street,38.856219,-77.0545088,22202
1900 block of S. Eads Street/2000 block of Richmond Highway/1100 block of Army Navy Drive,38.8659312,-77.063958,22202
1900 block of S. Eads Street/4300 block of Wilson Boulevard,38.856219,-77.0545088,22202
1900 block of S. Eads Street/4600 block of 36th Street S./2700 block of S. Uhle Street,38.8311415,-77.0909997,22206
1900 block of S. Fern Street,38.8564038,-77.0556173,22202
1900 block of S. George Mason Drive,38.8501377,-77.1105595,22204
1900 block of S. Glebe Road,38.85358850000001,-77.08734799999999,22204
1900 block of S. Grant Street,38.8563644,-77.0576341,22202
1900 block of S. Hayes Street,38.85623229999999,-77.0597294,22202
1900 block of S. Ives Street,38.8563119,-77.0614343,22202
1900 block of S. Jefferson Davis Highway,38.8786033,-77.0589906,22211
1900 block of S. Kenmore Street,38.8534105,-77.0879568,22204
1900 block of S. Langley Street,38.8532333,-77.0886238,22204
1900 block of S. Lorton Street,38.853074,-77.08935650000001,22204
1900 block of S. Lowell Street,38.852506,-77.0877821,22204
1900 block of S. Monroe Street,38.8525958,-77.0906339,22204
1900 block of S. Nelson Street,38.8518734,-77.09124059999999,22204
1900 block of S. Pollard Street,38.8515248,-77.0939665,22204
1900 block of S. Quebec Street,38.8503772,-77.0961476,22204
1900 block of S. Quincy Street,38.851177,-77.0952149,22204
1900 block of S. Randolph Street,38.8507079,-77.09662329999999,22204
1900 block of S. Walter Reed Drive,38.8518088,-77.0919251,22204
1900 block of Shiny Meadow Lane,38.8799697,-77.1067698,22203
1900 block of Wilson Boulevard,38.8927562,-77.08103650000001,22201
1900 lock of Fort Myer Drive,38.8943823,-77.0722002,22209
1900 N. Fort Myer Drive,38.8975053,-77.07286859999999,22209
190000 block of N. Underwood Street,38.8903591,-77.1598533,22205
19th Road N,38.8915712,-77.1310619,22207
19th Street N,38.8902588,-77.1349179,22205
19th Street S,38.8546422,-77.082126,22204
1st Street N,38.868536,-77.112919,22203
1st Street S,38.8667783,-77.1094707,22204
200 block 18th Street S.,38.8576455,-77.0509412,22202
200 block of 12th Street S,38.8622793,-77.0493582,22202
200 block of 12TH Street S.,38.8622793,-77.0493582,22202
200 block of 18th Street S,38.8576455,-77.0509412,22202
200 block of 18th Street S.,38.8576455,-77.0509412,22202
200 block of 20th Street S.,38.8561144,-77.0493382,22202
200 block of 23rd Street S,38.8533796,-77.0504198,22202
200 block of 23rd Street S.,38.8533796,-77.0504198,22202
200 block of Columbia Pike,38.8543493,-77.1166099,22204
200 block of Crystal Drive,38.8535003,-77.0495106,22202
200 block of N. Abingdon Street,38.8699697,-77.1140681,22203
200 block of N. Barton Street,38.8773703,-77.0861279,22201
200 block of N. Bryan Street,38.8779932,-77.0864301,22201
200 block of N. Chain Bridge Road,38.9291568,-77.1177093,22101
200 block of N. Clarendon Boulevard,38.89068,-77.0859924,22201
200 block of N. Cleveland Street,38.8769651,-77.0886654,22201
200 block of N. Columbus Street,38.8701151,-77.1171674,22203
200 block of N. Edgewood Street,38.8767798,-77.0901204,22201
200 block of N. Edison Street,38.8689708,-77.12166239999999,22203
200 block of N. Edison Street / 5100 block of 1st Street N. / 200 block of N. Emerson Street,38.8760805,-77.1218012,22203
200 block of N. Emerson Street,38.8699847,-77.118516,22203
200 block of N. Evergreen Street,38.8694847,-77.1199288,22203
200 block of N. Fillmore Street,38.8767049,-77.09100339999999,22201
200 block of N. Fillmore Street At approximately 11:50 p.m,38.8767049,-77.09100339999999,22201
200 block of N. Galveston Street,38.8701066,-77.1247301,22203
200 block of N. Garfield Street,38.87616130000001,-77.0925867,22201
200 block of N. George Mason Drive,38.87028960000001,-77.10759259999999,22203
200 block of N. Glebe,38.8721176,-77.1036225,22203
200 block of N. Glebe Road,38.8721176,-77.1036225,22203
200 block of N. Glebe Road.,38.8721176,-77.1036225,22203
200 block of N. Granada Street,38.8692005,-77.123465,22203
200 block of N. Henderson Road,38.8718509,-77.1116582,22203
200 block of N. Highland Street,38.8759285,-77.0934916,22201
200 block of N. Irving Street,38.8755822,-77.09475599999999,22201
200 block of N. Jackson Street,38.8751108,-77.0968481,22201
200 block of N. Manchester Street,38.8677,-77.13346779999999,22203
200 block of N. Montague Street,38.8675775,-77.13672840000001,22203
200 block of N. Nelson Street,38.87497949999999,-77.1007249,22201
200 block of N. Oakland Street,38.8736649,-77.10241169999999,22203
200 block of N. Park Drive,38.8701802,-77.1152346,22203
200 block of N. Piedmont Pike,38.8730102,-77.1034633,22203
200 block of N. Piedmont Street,38.8730102,-77.1034633,22203
200 block of N. Thomas Street,38.871064,-77.105049,22203
200 block of N. Thomas Street. An officer reviewing an online report determined that the incident was a late peeping. Upon making contact with the victim,38.871064,-77.105049,22203
200 block of N. Trenton Street,38.87043,-77.106353,22203
200 block of N. Trenton Street/200 block of S. George Mason Drive,38.87043,-77.106353,22203
200 block of N. Wayne Street,38.8788005,-77.0852941,22201
200 block of N. Westmoreland Street,38.8905321,-77.166353,22213
200 block of S. 12th Street,38.8799697,-77.1067698,22203
200 block of S. 18th Street,38.8799697,-77.1067698,22203
200 block of S. 20th Street,39.13535299999999,-77.71384239999999,20132
200 block of S. 23rd Street,38.8533796,-77.0504198,22202
200 block of S. Abingdon Street,38.866164,-77.1130769,22204
200 block of S. Adams Street,38.8712179,-77.08476499999999,22204
200 block of S. Bell Street,38.858082,-77.0511864,22202
200 block of S. Carlin Springs Road,38.864249,-77.1317081,22204
200 block of S. Carlin Springs Street,38.864249,-77.1317081,22204
200 block of S. Courthouse Road,38.8714815,-77.08201100000001,22204
200 block of S. Eads Street,38.8547982,-77.0532957,22202
200 block of S. Fillmore Street,38.8708178,-77.0883303,22204
200 block of S. Filmore Street,38.8708178,-77.0883303,22204
200 block of S. George Mason Drive,38.8667486,-77.1064993,22204
200 block of S. Glebe Road,38.86825959999999,-77.09806189999999,22204
200 block of S. Irving Street,38.8697582,-77.09260359999999,22204
200 block of S. Jackson Street,38.8691069,-77.0945102,22204
200 block of S. Pershing Drive,38.8646841,-77.1093996,22204
200 block of S. Taylor Street,38.8653354,-77.1075506,22204
200 block of S. Uhle Street,38.8720931,-77.0835413,22204
200 block of S. Veitch Street,38.8714668,-77.0829552,22204
200 block of S. Wise Street/2300 block of Columbia Pike,38.8719284,-77.08382089999999,22204
200 block of Sheridan Avenue,38.8742286,-77.0813479,22211
200 block of Shirlington Road,38.8467525,-77.0837445,22206
200 S. Courthouse Road,38.8714815,-77.08201100000001,22204
2000 block N. Adams Street,38.8961145,-77.0895017,22201
2000 block of 13th Street N.,38.8885565,-77.0813972,22201
2000 block of 14th Street N,38.8895358,-77.0820784,22201
2000 block of 14th Street N.,38.8895358,-77.0820784,22201
2000 block of 15th Street N,38.8907252,-77.0823032,22201
2000 block of 15th Street N.,38.8907252,-77.0823032,22201
2000 block of 20th Road N.,38.8975495,-77.0819478,22201
2000 block of 21st Street N.,38.897978,-77.08204099999999,22201
2000 block of 26th Street S.,38.8473755,-77.0754196,22206
2000 block of 27th Street S.,38.8463737,-77.0730138,22206
2000 block of 2nd Street S,38.8712225,-77.0809543,22204
2000 block of 2nd Street S.,38.8712225,-77.0809543,22204
2000 block of 4th Street N.,38.8802899,-77.087231,22201
2000 block of 4th Street S,38.8703063,-77.08048219999999,22204
2000 block of 4th Street S.,38.8703063,-77.08048219999999,22204
2000 block of 5th Street S,38.8698618,-77.0799201,22204
2000 block of 5th Street S.,38.8698618,-77.0799201,22204
2000 block of 6th Street S.,38.8692065,-77.0792681,22204
2000 block of 8th Street S.,38.8665536,-77.0811537,22204
2000 block of Arlington Boulevard,38.8860859,-77.0835729,22201
2000 block of Clarendon Boulevard,38.8914802,-77.0820559,22201
2000 block of Columbia Pike,38.8642371,-77.0793581,22204
2000 block of Crystal Drive,38.8561135,-77.04932090000001,22202
2000 block of Fairfax Drive,38.8873483,-77.0814868,22209
2000 block of Jefferson Davis Highway,38.8786033,-77.0589906,22211
2000 block of Key Boulevard,38.894324,-77.0833296,22201
2000 block of Langston Boulevard,38.8961449,-77.0832873,22201
2000 block of N. 14th Road,38.8799697,-77.1067698,22203
2000 block of N. 14th Street,38.8799697,-77.1067698,22203
2000 block of N. 15th Street,38.8799697,-77.1067698,22203
2000 block of N. Abingdon Street,38.8948521,-77.1223651,22207
2000 block of N. Adam Street,38.8961145,-77.0895017,22201
2000 block of N. Adams,38.8961145,-77.0895017,22201
2000 block of N. Adams Street,38.8961145,-77.0895017,22201
2000 block of N. Brandywine Street,38.8944284,-77.1217636,22207
2000 block of N. Buchanan Court,38.89498560000001,-77.1245953,22207
2000 block of N. Buchanan Street,38.8953357,-77.1258426,22207
2000 block of N. Calvert Road,38.8962791,-77.0924646,22201
2000 block of N. Calvert Street,38.8962791,-77.0924646,22201
2000 block of N. Cameron Street,38.8944074,-77.1268764,22207
2000 block of N. Clarendon Boulevard,38.8914802,-77.0820559,22201
2000 block of N. Cleveland Street,38.8966011,-77.0919241,22201
2000 block of N. Courthouse Road,38.8978529,-77.0848022,22201
2000 block of N. Culpeper Street,38.8948992,-77.1262471,22207
2000 block of N. Culpepper Street,38.8948992,-77.1262471,22207
2000 block of N. Daniel Street,38.8958356,-77.093701,22201
2000 block of N. Dinwiddie Street,38.894006,-77.1279551,22207
2000 block of N. Edison Street,38.893791,-77.1290439,22207
2000 block of N. Emerson Street,38.8933186,-77.13006759999999,22207
2000 block of N. George Mason Drive,38.8929572,-77.1311463,22205
2000 block of N. Glebe Road,38.89424899999999,-77.12168489999999,22207
2000 block of N. Greenbrier Street,38.8926913,-77.1320002,22205
2000 block of N. Hancock Street,38.8933177,-77.09751159999999,22201
2000 block of N. Harrison Street,38.8918507,-77.13261100000001,22205
2000 block of N. Harvard Street,38.8943164,-77.09561180000001,22201
2000 block of N. Illinois Street,38.891868,-77.13721369999999,22205
2000 block of N. Inglewood Street,38.8921692,-77.13631490000002,22205
2000 block of N. Jefferson Street,38.891607,-77.1381126,22205
2000 block of N. Kenmore Street,38.8944169,-77.1023617,22207
2000 block of N. Kensington Street,38.8900963,-77.139326,22205
2000 block of N. Kentucky Street,38.8897334,-77.1399354,22205
2000 block of N. Key Boulevard,38.894324,-77.0833296,22201
2000 block of N. Kirkwood Road,38.8950901,-77.09808480000001,22201
2000 block of N. Lexington Street,38.8898502,-77.14143829999999,22205
2000 block of N. Lincoln Street,38.8946548,-77.10327029999999,22207
2000 block of N. Madison Street,38.88902179999999,-77.1437303,22205
2000 block of N. Monroe Street,38.8947051,-77.1044008,22207
2000 block of N. Nelson Street,38.8949562,-77.1055696,22207
2000 block of N. Nottingham Street,38.8888608,-77.144385,22205
2000 block of N. Oakland Street,38.8945557,-77.1062573,22207
2000 block of N. Pollard Street,38.8952137,-77.10705329999999,22207
2000 block of N. Potomac Street,38.8879667,-77.1501117,22205
2000 block of N. Powhatan Street,38.8883082,-77.1488534,22205
2000 block of N. Quinn Street,38.8979631,-77.07921019999999,22209
2000 block of N. Randolph Street,38.8952569,-77.1103536,22207
2000 block of N. Roosevelt Street,38.8874998,-77.1544595,22205
2000 block of N. Scott Road,38.8974931,-77.08063949999999,22209
2000 block of N. Scott Street,38.8974931,-77.08063949999999,22209
2000 block of N. Smythe Street,38.8975562,-77.0819423,22201
2000 block of N. Stafford Street,38.8947021,-77.112308,22207
2000 block of N. Sycamore Street,38.8856804,-77.1559271,22205
2000 block of N. Taylor Street,38.894718,-77.1135327,22207
2000 block of N. Troy Street,38.89755299999999,-77.0839565,22201
2000 block of N. Upland Street,38.8955456,-77.1169427,22207
2000 block of N. Upton Street,38.8953297,-77.1160886,22207
2000 block of N. Utah Street,38.8949794,-77.1145373,22207
2000 block of N. Vermont Street,38.8959873,-77.1176619,22207
2000 block of N. Vernon Street,38.8956452,-77.1183468,22207
2000 block of N. Washington Boulevard,38.87584349999999,-77.08430600000001,22201
2000 block of N. Westmoreland Street,38.8855117,-77.1618329,22213
2000 block of N. Woodrow Street,38.8962339,-77.11996180000001,22207
2000 block of N. Woodstock Street,38.8948736,-77.1199094,22207
2000 block of N. Woodstock Street/4400 block of Cherry Hill Road/26th Street N,38.8948736,-77.1199094,22207
2000 block of Oakland Street,38.8510837,-77.0918556,22204
2000 block of Patrick Henry Drive,38.8920086,-77.13559579999999,22205
2000 block of Richmond Highway,38.855473,-77.0527106,22202
2000 block of S. 14th Street,38.8799697,-77.1067698,22203
2000 block of S. 27th Street,38.8799697,-77.1067698,22203
2000 block of S. 2nd Street,38.8799697,-77.1067698,22203
2000 block of S. 5th Street,38.8799697,-77.1067698,22203
2000 block of S. Arlington Ridge Road,38.8553137,-77.0687234,22202
2000 block of S. Bell Street,38.8559552,-77.0513225,22202
2000 block of S. Clark Street,38.8538363,-77.052165,22202
2000 block of S. Columbia Pike,38.8642371,-77.0793581,22204
2000 block of S. Courthouse Road,38.8618275,-77.0797748,22204
2000 block of S. Crystal Drive,38.8561135,-77.04932090000001,22202
2000 block of S. Eads Street,38.8549838,-77.0543326,22202
2000 block of S. Fern Street,38.8556557,-77.0555236,22202
2000 block of S. Fillmore Street,38.8527785,-77.0842962,22204
2000 block of S. Four Mile Run Drive,38.8441534,-77.0774667,22206
2000 block of S. Glebe Road,38.8524783,-77.0865963,22204
2000 block of S. I-395,38.8537155,-77.0740815,22202
2000 block of S. Jefferson Davis Highway,38.8786033,-77.0589906,22211
2000 block of S. Kenmore Street,38.85170919999999,-77.0871236,22204
2000 block of S. Kent Street,38.8555077,-77.0651441,22202
2000 block of S. Lang Street,38.8481752,-77.06745289999999,
2000 block of S. Langley Street,38.8519359,-77.0889352,22204
2000 block of S. Lincoln Street,38.8514099,-77.0879202,22204
2000 block of S. Lorton Street,38.8520467,-77.089648,22204
2000 block of S. Lowell Street,38.851298,-77.0882608,22204
2000 block of S. Lynn Street,38.8554861,-77.0666775,22202
2000 block of S. Monroe Street,38.8515096,-77.0905088,22204
2000 block of S. Nelson Street,38.85115529999999,-77.09120469999999,22204
2000 block of S. Oakland Drive,38.8510837,-77.0918556,22204
2000 block of S. Oakland Street,38.8510837,-77.0918556,22204
2000 block of S. Pollard Street,38.8504611,-77.093701,22204
2000 block of S. Quebec Street,38.8500448,-77.0953644,22204
2000 block of S. Quincy Street,38.8501902,-77.0945102,22204
2000 block of Washington Boulevard,38.87584349999999,-77.08430600000001,22201
2000 block of Wilson Boulevard,38.892008,-77.08209699999999,22201
2000 N. Adams Street,38.8961145,-77.0895017,22201
2000 S. 27th Street,38.8799697,-77.1067698,22203
2017-12110071,38.8799697,-77.1067698,22203
2017-12120130,38.8799697,-77.1067698,22203
2019-03300275,38.8799697,-77.1067698,22203
2021-01194013,38.8799697,-77.1067698,22203
2022-05190065/05190073/05190098,38.8799697,-77.1067698,22203
2022-07280041,38.8799697,-77.1067698,22203
2022-09010077,38.8799697,-77.1067698,22203
2022-09050059,38.8799697,-77.1067698,22203
2022-10180037,38.8799697,-77.1067698,22203
2022-10190206,38.8799697,-77.1067698,22203
2022-11070017,38.8799697,-77.1067698,22203
2023-08150075/2023-08150108/2023-08150125,38.8799697,-77.1067698,22203
2050064,38.8799697,-77.1067698,22203
20th Road N,38.8953654,-77.1103568,22207
20th St. S,38.8554747,-77.0689988,22202
20th Street N.at N. Hollister Street,38.89148309999999,-77.13360569999999,22205
20th Street S,38.8554747,-77.0689988,22202
20th Street S. and Richmond Highway,38.8560404,-77.0523032,22202
210 block of 15th Street N.,38.8890178,-77.1133426,22207
2100 block of 12th Street S.,38.8628113,-77.0800232,22204
2100 block of 13th Street N.,38.8885565,-77.0813972,22201
2100 block of 15th Street,38.890573,-77.08539209999999,22201
2100 block of 15th Street N,38.890573,-77.08539209999999,22201
2100 block of 15TH Street N.,38.890573,-77.08539209999999,22201
2100 block of 15th Street N.\,38.890573,-77.08539209999999,22201
2100 block of 18th Street N,38.8947622,-77.0850293,22201
2100 block of 18th Street N.,38.8947622,-77.0850293,22201
2100 block of 18th Street S,38.8564963,-77.0802255,22204
2100 block of 19th Street N.,38.8954364,-77.0848803,22201
2100 block of 20th Street N.,38.8967489,-77.0880847,22201
2100 block of 21st Court N.,38.8984915,-77.0862078,22201
2100 block of 21st Road N.,38.8981009,-77.0848731,22201
2100 block of 21st Street N.,38.8972127,-77.0858603,22201
2100 block of 26th Street S,38.8473755,-77.0754196,22206
2100 block of 26th Street S.,38.8473755,-77.0754196,22206
2100 block of 27th Street S.,38.84602659999999,-77.0737486,22206
2100 block of 2nd Street S.,38.8716801,-77.08182,22204
2100 block of 5th Street N.,38.8795369,-77.0934115,22201
2100 block of 5th Street S,38.8699254,-77.0817412,22204
2100 block of 5th Street S.,38.8699254,-77.0817412,22204
2100 block of 6th Street S.,38.8688065,-77.0812943,22204
2100 block of Clarendon Boulevard,38.8914723,-77.0692632,22201
2100 block of Columbia Pike,38.8642729,-77.0803354,22204
2100 block of Crystal Drive,38.8553644,-77.0496984,22202
2100 block of Crystal Plaza,38.8553644,-77.0496984,22202
2100 block of Crystal Plaza Arcade,38.8553644,-77.0496984,22202
2100 block of Jefferson Davis Highway,38.2804684,-77.4891787,22401
2100 block of Key Boulevard,38.8937898,-77.08480019999999,22201
2100 block of Langston Boulevard,38.8959296,-77.0837196,22201
2100 block of Lee Highway,38.8957286,-77.096766,22201
2100 block of Military Road,38.8980329,-77.1090311,22207
2100 block of N 15 ST.,38.8799697,-77.1067698,22203
2100 block of N 15th Street,38.8799697,-77.1067698,22203
2100 block of N Monroe ST.,38.89610649999999,-77.1046362,22207
2100 block of N. 13th Street,38.8799697,-77.1067698,22203
2100 block of N. 15th Street,38.8799697,-77.1067698,22203
2100 block of N. 18th Street,38.8799697,-77.1067698,22203
2100 block of N. 21st Road,38.8799697,-77.1067698,22203
2100 block of N. 24th Street,38.8799697,-77.1067698,22203
2100 block of N. 5th Street,38.8799697,-77.1067698,22203
2100 block of N. Brandywine Street,38.8951035,-77.1238537,22207
2100 block of N. Buchanan Court,38.8955866,-77.12505589999999,22207
2100 block of N. Cameron Street,38.895329,-77.12777950000002,22207
2100 block of N. Clarendon Boulevard,38.8914723,-77.0692632,22201
2100 block of N. Columbus Street,38.8926311,-77.1257778,22207
2100 block of N. Courthouse Road,38.8978529,-77.0848022,22201
2100 block of N. Courthouse Road/2100 block of 21st Road N,38.8978529,-77.0848022,22201
2100 block of N. Culpeper Street,38.8956155,-77.127059,22207
2100 block of N. Culpepper Street,38.8956155,-77.127059,22207
2100 block of N. Dinwiddie Street,38.8949232,-77.1285571,22207
2100 block of N. Edison Street,38.8945982,-77.1296631,22207
2100 block of N. Filmore Street,38.8972539,-77.09852839999999,22201
2100 block of N. Glebe Road,38.89602420000001,-77.1229322,22207
2100 block of N. Harrison Street,38.8926109,-77.1334384,22205
2100 block of N. Hollister Street,38.8929415,-77.1342832,22205
2100 block of N. Illinois Street,38.8926759,-77.13761819999999,22205
2100 block of N. Irving Street,38.8968212,-77.0999951,22201
2100 block of N. Kenilworth Street,38.8920786,-77.1394608,22205
2100 block of N. Kentucky Street,38.8910798,-77.1409439,22205
2100 block of N. Key Boulevard,38.8937898,-77.08480019999999,22201
2100 block of N. Lee Highway,38.8957286,-77.096766,22201
2100 block of N. Lincoln Street,38.89628560000001,-77.103157,22207
2100 block of N. Madison Street,38.8899038,-77.14398870000001,22205
2100 block of N. Monroe Street,38.89610649999999,-77.1046362,22207
2100 block of N. Nottingham Street,38.889595,-77.1446283,22205
2100 block of N. Oakland Street,38.8967647,-77.1063416,22207
2100 block of N. Ohio Street,38.88900599999999,-77.1479097,22205
2100 block of N. Pierce Street,38.8993201,-77.0775147,22209
2100 block of N. Pollard Street,38.8967447,-77.10730269999999,22207
2100 block of N. Quantico Street,38.8883225,-77.1522237,22205
2100 block of N. Quebec Street,38.8964148,-77.10945819999999,22207
2100 block of N. Quinn Street,38.89868810000001,-77.0799807,22209
2100 block of N. Quintana Street,38.8882119,-77.1530326,22205
2100 block of N. Rolfe Street,38.8983235,-77.0806837,22209
2100 block of N. Scott Street,38.898408,-77.08182099999999,22209
2100 block of N. Smythe Street,38.8981614,-77.0820176,22209
2100 block of N. Stafford Street,38.8968269,-77.1124251,22207
2100 block of N. Taft Street,38.8986223,-77.0833019,22201
2100 block of N. Thomas Street,38.8975993,-77.115337,22207
2100 block of N. Troy Street,38.8981746,-77.08412419999999,22201
2100 block of N. Uhle Street,38.897115,-77.08592469999999,22201
2100 block of N. Westmoreland,38.8859967,-77.1622546,22213
2100 block of N. Westmoreland Street,38.8859967,-77.1622546,22213
2100 block of N. Wilson Blvd,38.8912542,-77.0850162,22201
2100 block of N. Wilson Boulevard,38.8912542,-77.0850162,22201
2100 block of N. Woodstock Street,38.8978165,-77.1183447,22207
2100 block of Patrick Henry Drive,38.8926761,-77.1351014,22205
2100 block of Richmond Highway,38.8548787,-77.0524286,22202
2100 block of S. 26th Street,38.8473755,-77.0754196,22206
2100 block of S. 2nd Street,38.8799697,-77.1067698,22203
2100 block of S. Buchanan Street,38.8476854,-77.1074494,22206
2100 block of S. Columbia Pike,38.8642729,-77.0803354,22204
2100 block of S. Columbia Street,38.8819415,-77.1628302,22046
2100 block of S. Columbus Street,38.8470397,-77.1078358,22206
2100 block of S. Crystal Drive,38.8553644,-77.0496984,22202
2100 block of S. Glebe Road,38.8509605,-77.0848886,22204
2100 block of S. Grant Street,38.8547476,-77.0577731,22202
2100 block of S. Jefferson Davis Highway,38.8786033,-77.0589906,22211
2100 block of S. Kenmore Street,38.85056429999999,-77.0863724,22204
2100 block of S. Lincoln Street,38.8502188,-77.0874534,22204
2100 block of S. Lowell Street,38.8502207,-77.0885437,22204
2100 block of S. Lynn Street,38.8545264,-77.0670117,22202
2100 block of S. Monroe Street,38.8503647,-77.08996929999999,22204
2100 block of S. Nelson Street,38.8501741,-77.0907786,22204
2100 block of S. Oakland Street,38.8495133,-77.0914264,22204
2100 block of S. Oxford Street,38.8491552,-77.091951,22204
2100 block of S. Oxford Street. Upon arrival,38.8491552,-77.091951,22204
2100 block of S. Pierce Street,38.8549414,-77.0720286,22202
2100 block of S. Pollard Drive,38.8492507,-77.0930968,22204
2100 block of S. Pollard Street,38.8492507,-77.0930968,22204
2100 block of S. Quebec Street,38.8491158,-77.0949598,22204
2100 block of S. Quincy Street,38.8479672,-77.0933589,22204
2100 block of S. Randolph Street,38.8490005,-77.0957241,22204
2100 block of S. Shirlington Road,38.8507701,-77.08530069999999,22204
